Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Brazil,BRA,2009,Arable land (% of land area),AG.LND.ARBL.ZS,8.42771238577004
Brazil,BRA,2008,Arable land (% of land area),AG.LND.ARBL.ZS,8.40498005537117
Brazil,BRA,2007,Arable land (% of land area),AG.LND.ARBL.ZS,8.18220321746226
Brazil,BRA,2006,Arable land (% of land area),AG.LND.ARBL.ZS,8.31979363829752
Brazil,BRA,2005,Arable land (% of land area),AG.LND.ARBL.ZS,8.27420933365558
Brazil,BRA,2004,Arable land (% of land area),AG.LND.ARBL.ZS,8.17490494296578
Brazil,BRA,2003,Arable land (% of land area),AG.LND.ARBL.ZS,7.7330602263183
Brazil,BRA,2002,Arable land (% of land area),AG.LND.ARBL.ZS,7.35857499395799
Brazil,BRA,2001,Arable land (% of land area),AG.LND.ARBL.ZS,7.06748152100826
Brazil,BRA,2000,Arable land (% of land area),AG.LND.ARBL.ZS,6.91259041335752
Brazil,BRA,1999,Arable land (% of land area),AG.LND.ARBL.ZS,6.90904923598432
Brazil,BRA,1998,Arable land (% of land area),AG.LND.ARBL.ZS,6.90550759125236
Brazil,BRA,1997,Arable land (% of land area),AG.LND.ARBL.ZS,6.9139784688938
Brazil,BRA,1996,Arable land (% of land area),AG.LND.ARBL.ZS,6.92235353798812
Brazil,BRA,1995,Arable land (% of land area),AG.LND.ARBL.ZS,6.94640195067324
Brazil,BRA,1994,Arable land (% of land area),AG.LND.ARBL.ZS,6.31061456257014
Brazil,BRA,1993,Arable land (% of land area),AG.LND.ARBL.ZS,6.25306587350774
Brazil,BRA,1992,Arable land (% of land area),AG.LND.ARBL.ZS,6.19791006132944
Brazil,BRA,1991,Arable land (% of land area),AG.LND.ARBL.ZS,6.22124061094933
Brazil,BRA,1990,Arable land (% of land area),AG.LND.ARBL.ZS,6.0636696681319
Brazil,BRA,1989,Arable land (% of land area),AG.LND.ARBL.ZS,5.97022782580813
Brazil,BRA,1988,Arable land (% of land area),AG.LND.ARBL.ZS,5.95826344138768
Brazil,BRA,1987,Arable land (% of land area),AG.LND.ARBL.ZS,5.92237028812631
Brazil,BRA,1986,Arable land (% of land area),AG.LND.ARBL.ZS,5.86254836602402
Brazil,BRA,1985,Arable land (% of land area),AG.LND.ARBL.ZS,5.65915383087625
Brazil,BRA,1984,Arable land (% of land area),AG.LND.ARBL.ZS,5.63522506203533
Brazil,BRA,1983,Arable land (% of land area),AG.LND.ARBL.ZS,5.62326067761488
Brazil,BRA,1982,Arable land (% of land area),AG.LND.ARBL.ZS,5.62326067761488
Brazil,BRA,1981,Arable land (% of land area),AG.LND.ARBL.ZS,5.45575929572848
Brazil,BRA,1980,Arable land (% of land area),AG.LND.ARBL.ZS,5.38397298920573
Brazil,BRA,1979,Arable land (% of land area),AG.LND.ARBL.ZS,5.37200860478528
Brazil,BRA,1978,Arable land (% of land area),AG.LND.ARBL.ZS,5.26432914500116
Brazil,BRA,1977,Arable land (% of land area),AG.LND.ARBL.ZS,5.26432914500116
Brazil,BRA,1976,Arable land (% of land area),AG.LND.ARBL.ZS,5.14468530079659
Brazil,BRA,1975,Arable land (% of land area),AG.LND.ARBL.ZS,5.02504145659202
Brazil,BRA,1974,Arable land (% of land area),AG.LND.ARBL.ZS,4.90539761238745
Brazil,BRA,1973,Arable land (% of land area),AG.LND.ARBL.ZS,4.6661099239783
Brazil,BRA,1972,Arable land (% of land area),AG.LND.ARBL.ZS,4.54646607977373
Brazil,BRA,1971,Arable land (% of land area),AG.LND.ARBL.ZS,4.42682223556916
Brazil,BRA,1970,Arable land (% of land area),AG.LND.ARBL.ZS,4.18753454716001
Brazil,BRA,1969,Arable land (% of land area),AG.LND.ARBL.ZS,3.94824685875087
Brazil,BRA,1968,Arable land (% of land area),AG.LND.ARBL.ZS,3.8286030145463
Brazil,BRA,1967,Arable land (% of land area),AG.LND.ARBL.ZS,3.58931532613715
Brazil,BRA,1966,Arable land (% of land area),AG.LND.ARBL.ZS,3.46967148193258
Brazil,BRA,1965,Arable land (% of land area),AG.LND.ARBL.ZS,3.35002763772801
Brazil,BRA,1964,Arable land (% of land area),AG.LND.ARBL.ZS,3.23038379352344
Brazil,BRA,1963,Arable land (% of land area),AG.LND.ARBL.ZS,3.11073994931887
Brazil,BRA,1962,Arable land (% of land area),AG.LND.ARBL.ZS,2.87145226090972
Brazil,BRA,1961,Arable land (% of land area),AG.LND.ARBL.ZS,2.64628254611672
Brazil,BRA,2017,Land under cereal production (hectares),AG.LND.CREL.HA,22613700
Brazil,BRA,2016,Land under cereal production (hectares),AG.LND.CREL.HA,20122672
Brazil,BRA,2015,Land under cereal production (hectares),AG.LND.CREL.HA,21204706
Brazil,BRA,2014,Land under cereal production (hectares),AG.LND.CREL.HA,21851934
Brazil,BRA,2013,Land under cereal production (hectares),AG.LND.CREL.HA,20906133
Brazil,BRA,2012,Land under cereal production (hectares),AG.LND.CREL.HA,19611226
Brazil,BRA,2011,Land under cereal production (hectares),AG.LND.CREL.HA,19216441
Brazil,BRA,2010,Land under cereal production (hectares),AG.LND.CREL.HA,18601205
Brazil,BRA,2009,Land under cereal production (hectares),AG.LND.CREL.HA,20077516
Brazil,BRA,2008,Land under cereal production (hectares),AG.LND.CREL.HA,20814408
Brazil,BRA,2007,Land under cereal production (hectares),AG.LND.CREL.HA,19543770
Brazil,BRA,2006,Land under cereal production (hectares),AG.LND.CREL.HA,18423582
Brazil,BRA,2005,Land under cereal production (hectares),AG.LND.CREL.HA,19313005
Brazil,BRA,2004,Land under cereal production (hectares),AG.LND.CREL.HA,20420482
Brazil,BRA,2003,Land under cereal production (hectares),AG.LND.CREL.HA,19925261
Brazil,BRA,2002,Land under cereal production (hectares),AG.LND.CREL.HA,17883426
Brazil,BRA,2001,Land under cereal production (hectares),AG.LND.CREL.HA,18148670
Brazil,BRA,2000,Land under cereal production (hectares),AG.LND.CREL.HA,17601718
Brazil,BRA,1999,Land under cereal production (hectares),AG.LND.CREL.HA,17435114
Brazil,BRA,1998,Land under cereal production (hectares),AG.LND.CREL.HA,15788868
Brazil,BRA,1997,Land under cereal production (hectares),AG.LND.CREL.HA,17794686
Brazil,BRA,1996,Land under cereal production (hectares),AG.LND.CREL.HA,17519708
Brazil,BRA,1995,Land under cereal production (hectares),AG.LND.CREL.HA,19752837
Brazil,BRA,1994,Land under cereal production (hectares),AG.LND.CREL.HA,20063935
Brazil,BRA,1993,Land under cereal production (hectares),AG.LND.CREL.HA,18293707
Brazil,BRA,1992,Land under cereal production (hectares),AG.LND.CREL.HA,20564117
Brazil,BRA,1991,Land under cereal production (hectares),AG.LND.CREL.HA,19821126
Brazil,BRA,1990,Land under cereal production (hectares),AG.LND.CREL.HA,18512400
Brazil,BRA,1989,Land under cereal production (hectares),AG.LND.CREL.HA,21970521
Brazil,BRA,1988,Land under cereal production (hectares),AG.LND.CREL.HA,23082577
Brazil,BRA,1987,Land under cereal production (hectares),AG.LND.CREL.HA,23456712
Brazil,BRA,1986,Land under cereal production (hectares),AG.LND.CREL.HA,22404844
Brazil,BRA,1985,Land under cereal production (hectares),AG.LND.CREL.HA,19702168
Brazil,BRA,1984,Land under cereal production (hectares),AG.LND.CREL.HA,19502145
Brazil,BRA,1983,Land under cereal production (hectares),AG.LND.CREL.HA,18083861
Brazil,BRA,1982,Land under cereal production (hectares),AG.LND.CREL.HA,21903982
Brazil,BRA,1981,Land under cereal production (hectares),AG.LND.CREL.HA,19893608
Brazil,BRA,1980,Land under cereal production (hectares),AG.LND.CREL.HA,21080553
Brazil,BRA,1979,Land under cereal production (hectares),AG.LND.CREL.HA,20861400
Brazil,BRA,1978,Land under cereal production (hectares),AG.LND.CREL.HA,19860058
Brazil,BRA,1977,Land under cereal production (hectares),AG.LND.CREL.HA,21283876
Brazil,BRA,1976,Land under cereal production (hectares),AG.LND.CREL.HA,21558886
Brazil,BRA,1975,Land under cereal production (hectares),AG.LND.CREL.HA,19309530
Brazil,BRA,1974,Land under cereal production (hectares),AG.LND.CREL.HA,18023969
Brazil,BRA,1973,Land under cereal production (hectares),AG.LND.CREL.HA,16803961
Brazil,BRA,1972,Land under cereal production (hectares),AG.LND.CREL.HA,17468377
Brazil,BRA,1971,Land under cereal production (hectares),AG.LND.CREL.HA,17674109
Brazil,BRA,1970,Land under cereal production (hectares),AG.LND.CREL.HA,16821700
Brazil,BRA,1969,Land under cereal production (hectares),AG.LND.CREL.HA,15774034
Brazil,BRA,1968,Land under cereal production (hectares),AG.LND.CREL.HA,15119971
Brazil,BRA,1967,Land under cereal production (hectares),AG.LND.CREL.HA,14493244
Brazil,BRA,1966,Land under cereal production (hectares),AG.LND.CREL.HA,13523268
Brazil,BRA,1965,Land under cereal production (hectares),AG.LND.CREL.HA,14247927
Brazil,BRA,1964,Land under cereal production (hectares),AG.LND.CREL.HA,13107902
Brazil,BRA,1963,Land under cereal production (hectares),AG.LND.CREL.HA,12565288
Brazil,BRA,1962,Land under cereal production (hectares),AG.LND.CREL.HA,11522315
Brazil,BRA,1961,Land under cereal production (hectares),AG.LND.CREL.HA,11168641
Brazil,BRA,2016,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.786060056424037
Brazil,BRA,2015,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.786060056424037
Brazil,BRA,2014,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.786299344112446
Brazil,BRA,2013,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.813578140591088
Brazil,BRA,2012,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.837506909432003
Brazil,BRA,2011,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.84947129385246
Brazil,BRA,2010,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.84947129385246
Brazil,BRA,2009,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.84947129385246
Brazil,BRA,2008,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.867417870483146
Brazil,BRA,2007,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.867417870483146
Brazil,BRA,2006,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.866939295106328
Brazil,BRA,2005,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.870480764578752
Brazil,BRA,2004,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.873998281914397
Brazil,BRA,2003,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.877587597240534
Brazil,BRA,2002,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.881057268722467
Brazil,BRA,2001,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.884646584048604
Brazil,BRA,2000,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.888188053521029
Brazil,BRA,1999,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.891729522993453
Brazil,BRA,1998,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.895270934046032
Brazil,BRA,1997,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.898764557664744
Brazil,BRA,1996,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.902353872990881
Brazil,BRA,1995,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.890269844726219
Brazil,BRA,1994,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.891944858545083
Brazil,BRA,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.925564778766568
Brazil,BRA,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.861076746740303
Brazil,BRA,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.836190827145753
Brazil,BRA,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.804844139964155
Brazil,BRA,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.79347797476472
Brazil,BRA,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.752200848514143
Brazil,BRA,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.704821886209133
Brazil,BRA,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.724443476658682
Brazil,BRA,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.710804078419361
Brazil,BRA,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.756627670749712
Brazil,BRA,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.79216189247847
Brazil,BRA,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.853778472243825
Brazil,BRA,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.900200283795198
Brazil,BRA,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.940879190824753
Brazil,BRA,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.898884201508948
Brazil,BRA,1978,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.866101788196895
Brazil,BRA,1977,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.831524717221774
Brazil,BRA,1976,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.802451263080063
Brazil,BRA,1975,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.767634904416533
Brazil,BRA,1974,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.746936519369142
Brazil,BRA,1973,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.749090108564824
Brazil,BRA,1972,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.758183040724372
Brazil,BRA,1971,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.757584821503349
Brazil,BRA,1970,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.748850820876415
Brazil,BRA,1969,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.751124053916302
Brazil,BRA,1968,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.744543642485051
Brazil,BRA,1967,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.740475751782095
Brazil,BRA,1966,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.741073971003118
Brazil,BRA,1965,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.729229230426865
Brazil,BRA,1964,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.746697231680733
Brazil,BRA,1963,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.743107916354596
Brazil,BRA,1962,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.743347204043005
Brazil,BRA,1961,Permanent cropland (% of land area),AG.LND.CROP.ZS,0.751124053916302
Brazil,BRA,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,2016,Forest area (sq. km),AG.LND.FRST.K2,4925540
Brazil,BRA,2015,Forest area (sq. km),AG.LND.FRST.K2,4935380
Brazil,BRA,2014,Forest area (sq. km),AG.LND.FRST.K2,4945220
Brazil,BRA,2013,Forest area (sq. km),AG.LND.FRST.K2,4955060
Brazil,BRA,2012,Forest area (sq. km),AG.LND.FRST.K2,4964900
Brazil,BRA,2011,Forest area (sq. km),AG.LND.FRST.K2,4974740
Brazil,BRA,2010,Forest area (sq. km),AG.LND.FRST.K2,4984580
Brazil,BRA,2009,Forest area (sq. km),AG.LND.FRST.K2,5001131.875
Brazil,BRA,2008,Forest area (sq. km),AG.LND.FRST.K2,5017684.0625
Brazil,BRA,2007,Forest area (sq. km),AG.LND.FRST.K2,5034235.9375
Brazil,BRA,2006,Forest area (sq. km),AG.LND.FRST.K2,5050788.125
Brazil,BRA,2005,Forest area (sq. km),AG.LND.FRST.K2,5067340
Brazil,BRA,2004,Forest area (sq. km),AG.LND.FRST.K2,5096420
Brazil,BRA,2003,Forest area (sq. km),AG.LND.FRST.K2,5125500
Brazil,BRA,2002,Forest area (sq. km),AG.LND.FRST.K2,5154580
Brazil,BRA,2001,Forest area (sq. km),AG.LND.FRST.K2,5183660
Brazil,BRA,2000,Forest area (sq. km),AG.LND.FRST.K2,5212740
Brazil,BRA,1999,Forest area (sq. km),AG.LND.FRST.K2,5238170.9375
Brazil,BRA,1998,Forest area (sq. km),AG.LND.FRST.K2,5263601.875
Brazil,BRA,1997,Forest area (sq. km),AG.LND.FRST.K2,5289033.125
Brazil,BRA,1996,Forest area (sq. km),AG.LND.FRST.K2,5314463.75
Brazil,BRA,1995,Forest area (sq. km),AG.LND.FRST.K2,5339895
Brazil,BRA,1994,Forest area (sq. km),AG.LND.FRST.K2,5365326.25
Brazil,BRA,1993,Forest area (sq. km),AG.LND.FRST.K2,5390756.875
Brazil,BRA,1992,Forest area (sq. km),AG.LND.FRST.K2,5416188.125
Brazil,BRA,1991,Forest area (sq. km),AG.LND.FRST.K2,5441618.75
Brazil,BRA,1990,Forest area (sq. km),AG.LND.FRST.K2,5467050
Brazil,BRA,2016,Forest area (% of land area),AG.LND.FRST.ZS,58.9310540383387
Brazil,BRA,2015,Forest area (% of land area),AG.LND.FRST.ZS,59.048783581036
Brazil,BRA,2014,Forest area (% of land area),AG.LND.FRST.ZS,59.1665131237333
Brazil,BRA,2013,Forest area (% of land area),AG.LND.FRST.ZS,59.2842426664306
Brazil,BRA,2012,Forest area (% of land area),AG.LND.FRST.ZS,59.4019722091279
Brazil,BRA,2011,Forest area (% of land area),AG.LND.FRST.ZS,59.5197017518252
Brazil,BRA,2010,Forest area (% of land area),AG.LND.FRST.ZS,59.6374312945225
Brazil,BRA,2009,Forest area (% of land area),AG.LND.FRST.ZS,59.8354642899018
Brazil,BRA,2008,Forest area (% of land area),AG.LND.FRST.ZS,60.0335010241513
Brazil,BRA,2007,Forest area (% of land area),AG.LND.FRST.ZS,60.2315340195307
Brazil,BRA,2006,Forest area (% of land area),AG.LND.FRST.ZS,60.4295707537801
Brazil,BRA,2005,Forest area (% of land area),AG.LND.FRST.ZS,60.6276037491595
Brazil,BRA,2004,Forest area (% of land area),AG.LND.FRST.ZS,60.9755280481064
Brazil,BRA,2003,Forest area (% of land area),AG.LND.FRST.ZS,61.3234523470533
Brazil,BRA,2002,Forest area (% of land area),AG.LND.FRST.ZS,61.6713766460002
Brazil,BRA,2001,Forest area (% of land area),AG.LND.FRST.ZS,62.0193009449471
Brazil,BRA,2000,Forest area (% of land area),AG.LND.FRST.ZS,62.367225243894
Brazil,BRA,1999,Forest area (% of land area),AG.LND.FRST.ZS,62.6714907563166
Brazil,BRA,1998,Forest area (% of land area),AG.LND.FRST.ZS,62.9757562687392
Brazil,BRA,1997,Forest area (% of land area),AG.LND.FRST.ZS,63.280025520032
Brazil,BRA,1996,Forest area (% of land area),AG.LND.FRST.ZS,63.5842872935845
Brazil,BRA,1995,Forest area (% of land area),AG.LND.FRST.ZS,63.8885565448772
Brazil,BRA,1994,Forest area (% of land area),AG.LND.FRST.ZS,64.19282579617
Brazil,BRA,1993,Forest area (% of land area),AG.LND.FRST.ZS,64.4970875697225
Brazil,BRA,1992,Forest area (% of land area),AG.LND.FRST.ZS,64.8013568210152
Brazil,BRA,1991,Forest area (% of land area),AG.LND.FRST.ZS,65.1056185945677
Brazil,BRA,1990,Forest area (% of land area),AG.LND.FRST.ZS,65.4098878458604
Brazil,BRA,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,1.63968222413653
Brazil,BRA,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,1.63279371224119
Brazil,BRA,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2018,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2017,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2016,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2015,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2014,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2013,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2012,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2011,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2010,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2009,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2008,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2007,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2006,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2005,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2004,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2003,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2002,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2001,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2000,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1999,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1998,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1997,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1996,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1995,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1994,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1993,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1992,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1991,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1990,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1989,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1988,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1987,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1986,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1985,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1984,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1983,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1982,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1981,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1980,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1979,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1978,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1977,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1976,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1975,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1974,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1973,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1972,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1971,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1970,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1969,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1968,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1967,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1966,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1965,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1964,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1963,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1962,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1961,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,2006,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,113.326957922287
Brazil,BRA,2005,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,114.178174299059
Brazil,BRA,2004,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,115.794780979701
Brazil,BRA,2003,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,122.653711668781
Brazil,BRA,2002,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,129.150786940687
Brazil,BRA,2001,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,134.735826378426
Brazil,BRA,2000,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.026256666494
Brazil,BRA,1999,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.368704272781
Brazil,BRA,1998,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.711512484465
Brazil,BRA,1997,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.813075378971
Brazil,BRA,1996,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,138.916312350928
Brazil,BRA,1995,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,136.283435815291
Brazil,BRA,1994,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,147.645084842165
Brazil,BRA,1993,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,146.613347619777
Brazil,BRA,1992,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,145.506244812077
Brazil,BRA,1991,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,142.557790684257
Brazil,BRA,1990,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,143.79728103234
Brazil,BRA,1989,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,143.544088176353
Brazil,BRA,1988,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,141.323293172691
